id,user_id,date,total_events,total_duration_minutes,social_intensity_score,battery_score,AI_Insight,AI_Score_Explanation,Recovery_Suggestion
797,Alice Debbie_797,2026-11-17,4,984,71.2,28.8,,,
798,Anna Diane_798,2026-11-18,4,1068,85.4,14.6,,,
799,Lucy Kathleen_799,2026-11-18,4,1086,96.3,3.7,,,
800,Martha Sandra_800,2026-11-18,4,966,85.3,14.7,,,
801,Esther Kathy_801,2026-11-18,4,1020,93,7,,,
802,Helen Katherine_802,2026-11-19,4,1104,97.2,2.8,,,
803,Elizabeth Lori_803,2026-11-19,4,912,77.6,22.4,,,
804,Florence Brenda_804,2026-11-19,4,1134,93.7,6.3,,,
805,Gladys Theresa_805,2026-11-20,4,888,91.4,8.6,,,
806,Irene Carol_806,2026-11-20,4,1116,82.8,17.2,,,
807,Ruth Cindy_807,2026-11-20,4,978,95.9,4.1,,,
808,Grace Janet_808,2026-11-21,4,936,78.8,21.2,,,
809,Hazel Julie_809,2026-11-21,4,870,80.5,19.5,,,
810,Jessie Margaret_810,2026-11-21,4,1002,72.1,27.9,,,
811,Julia Martha_811,2026-11-22,4,1032,83.6,16.4,,,
812,Mildred Laura_812,2026-11-22,4,912,77.6,22.4,,,
813,Patricia Nancy_813,2026-11-22,4,1062,95.1,4.9,,,
814,Pauline Dorothy_814,2026-11-23,4,1038,93.9,6.1,,,
815,Clara Janice_815,2026-11-23,4,840,89,11,,,
816,Laura Judy_816,2026-11-23,4,1014,87.7,12.3,,,
817,Marian Teresa_817,2026-11-24,4,948,74.4,25.6,,,
818,Marie Tina_818,2026-11-24,4,960,90,10,,,
819,Sophie Kathryn_819,2026-11-24,4,1104,97.2,2.8,,,
820,Mary Kim_820,2026-11-25,4,972,80.6,19.4,,,
821,Dorothy Diana_821,2026-11-25,4,1038,103.9,-3.9,,,
822,Helen Lisa_822,2026-11-25,4,1020,98,2,,,
823,Alice Kimberly_823,2026-11-26,4,1008,87.4,12.6,,,
824,Betty Rebecca_824,2026-11-26,4,996,76.8,23.2,,,
825,Elizabeth Shirley_825,2026-11-26,4,1056,84.8,15.2,,,
826,Florence Ellen_826,2026-11-26,4,936,78.8,21.2,,,
827,Barbara Helen_827,2026-11-27,4,1134,93.7,6.3,,,
828,Anna Julia_828,2026-11-27,4,1026,78.3,21.7,,,
829,Annie Ruth_829,2026-11-27,4,1026,93.3,6.7,,,
830,Margaret Betty_830,2026-11-28,4,966,95.3,4.7,,,
831,Ruth Lucy_831,2026-11-28,4,894,66.7,33.3,,,
832,Agnes Peggy_832,2026-11-28,4,978,80.9,19.1,,,
833,Elsie Vicki_833,2026-11-29,4,966,90.3,9.7,,,
834,Emma Anita_834,2026-11-29,4,1074,80.7,19.3,,,
835,June Christine_835,2026-11-29,4,1092,86.6,13.4,,,
836,Katherine Joanne_836,2026-11-29,4,984,86.2,13.8,,,
837,Lena Laurie_837,2026-11-30,4,1098,101.9,-1.9,,,
838,Esther Pauline_838,2026-11-30,4,852,74.6,25.4,,,
839,Evelyn Valerie_839,2026-11-30,4,1086,101.3,-1.3,,,
840,Irene Beverly_840,2026-12-01,4,1050,84.5,15.5,,,
841,Laura Carolyn_841,2026-12-01,4,1104,97.2,2.8,,,
842,Lillian Denise_842,2026-12-01,4,858,64.9,35.1,,,
843,Louise Sally_843,2026-12-01,4,1116,77.8,22.2,,,
844,Olga Sherry_844,2026-12-02,4,1014,97.7,2.3,,,
845,Sophie Alice_845,2026-12-02,4,1110,92.5,7.5,,,
846,Mary Ann_846,2026-12-02,4,1068,80.4,19.6,,,
847,Margaret Kelly_847,2026-12-03,4,936,93.8,6.2,,,
848,Annie Robin_848,2026-12-03,4,1038,93.9,6.1,,,
849,Dorothy Rose_849,2026-12-03,4,876,90.8,9.2,,,
850,Alice Terri_850,2026-12-04,4,1086,96.3,3.7,,,
851,Anna Angela_851,2026-12-04,4,1014,82.7,17.3,,,
852,Helen Darlene_852,2026-12-04,4,930,78.5,21.5,,,
853,Elizabeth Esther_853,2026-12-05,4,1020,98,2,,,
854,Irene Glenda_854,2026-12-05,4,858,69.9,30.1,,,
855,Marie Gloria_855,2026-12-05,4,1080,86,14,,,
856,Betty Rhonda_856,2026-12-05,4,960,85,15,,,
857,Emma Tammy_857,2026-12-06,4,972,90.6,9.4,,,
858,Elsie Charlotte_858,2026-12-06,4,906,87.3,12.7,,,
859,Shirley Elaine_859,2026-12-06,4,972,80.6,19.4,,,
860,Sophie Jean_860,2026-12-07,4,1062,90.1,9.9,,,
861,Agnes Jennifer_861,2026-12-07,4,1056,84.8,15.2,,,
862,Barbara Jo_862,2026-12-07,4,966,75.3,24.7,,,
863,Clara Michelle_863,2026-12-08,4,1110,92.5,7.5,,,
864,Edna Phyllis_864,2026-12-08,4,1080,81,19,,,
865,Florence Roberta_865,2026-12-08,4,870,65.5,34.5,,,
866,Frances Terry_866,2026-12-08,4,966,80.3,19.7,,,
867,Julia Victoria_867,2026-12-09,4,1068,95.4,4.6,,,
868,Katherine Anna_868,2026-12-09,4,1116,102.8,-2.8,,,
869,Lillian Catherine_869,2026-12-09,4,1074,90.7,9.3,,,
870,Mabel Doris_870,2026-12-09,4,942,79.1,20.9,,,
871,Martha Evelyn_871,2026-12-10,4,1092,86.6,13.4,,,
872,Ruth Joyce_872,2026-12-10,4,858,74.9,25.1,,,
873,Mary Judith_873,2026-12-10,4,876,90.8,9.2,,,
874,Margaret Maria_874,2026-12-11,4,1098,116.9,-16.9,,,
875,Betty Melanie_875,2026-12-11,4,1068,90.4,9.6,,,
876,Dorothy Paula_876,2026-12-11,4,846,74.3,25.7,,,
877,Agnes Shelley_877,2026-12-12,4,906,82.3,17.7,,,
878,Eva Veronica_878,2026-12-12,4,966,75.3,24.7,,,
879,Julia Agnes_879,2026-12-12,4,1014,92.7,7.3,,,
880,Elizabeth Cathy_880,2026-12-13,4,1080,96,4,,,
881,Helen Clara_881,2026-12-13,4,912,82.6,17.4,,,
882,Martha Connie_882,2026-12-13,4,1038,88.9,11.1,,,
883,Alice Dawn_883,2026-12-13,4,1068,85.4,14.6,,,
884,Esther Jane_884,2026-12-14,4,882,101.1,-1.1,,,
885,Frances June_885,2026-12-14,4,858,79.9,20.1,,,
886,Irene Leslie_886,2026-12-14,4,1104,92.2,7.8,,,
887,Mabel Nora_887,2026-12-15,4,1098,96.9,3.1,,,
888,Nancy Sheila_888,2026-12-15,4,858,74.9,25.1,,,
889,Pauline Susie_889,2026-12-15,4,930,83.5,16.5,,,
890,Bertha Virginia_890,2026-12-16,4,1122,98.1,1.9,,,
891,Evelyn Anne_891,2026-12-16,4,1026,83.3,16.7,,,
892,Florence Beth_892,2026-12-16,4,984,86.2,13.8,,,
893,Josephine Carla_893,2026-12-17,4,894,81.7,18.3,,,
894,Ruth Darla_894,2026-12-17,4,924,78.2,21.8,,,
895,Virginia Debora_895,2026-12-17,4,1128,83.4,16.6,,,
896,Mary Emma_896,2026-12-18,4,858,84.9,15.1,,,
897,Alice Florence_897,2026-12-18,4,1098,86.9,13.1,,,
898,Helen Jacqueline_898,2026-12-18,4,1038,83.9,16.1,,,
899,Anna Lillian_899,2026-12-19,4,990,76.5,23.5,,,
900,Marie Lois_900,2026-12-19,4,1014,72.7,27.3,,,
901,Doris Lydia_901,2026-12-19,4,894,66.7,33.3,,,
902,Elizabeth Marie_902,2026-12-20,4,984,86.2,13.8,,,
903,Martha Marlene_903,2026-12-20,4,1008,87.4,12.6,,,
904,Esther Michele_904,2026-12-20,4,1074,95.7,4.3,,,
905,Agnes Pam_905,2026-12-21,4,918,77.9,22.1,,,
906,Barbara Renee_906,2026-12-21,4,984,91.2,8.8,,,
907,Betty Rhoda_907,2026-12-21,4,924,83.2,16.8,,,
908,Dolly Sarah_908,2026-12-22,4,936,83.8,16.2,,,
909,Evelyn Shawn_909,2026-12-22,4,1140,89,11,,,
910,Jean Wanda_910,2026-12-22,4,912,82.6,17.4,,,
911,Katherine Yvonne_911,2026-12-23,4,882,76.1,23.9,,,
912,Margaret Andrea_912,2026-12-23,4,1068,90.4,9.6,,,
913,Nancy Annie_913,2026-12-23,4,1140,104,-4,,,
914,Pauline Becky_914,2026-12-23,4,972,85.6,14.4,,,
915,Virginia Bonnie_915,2026-12-24,4,876,95.8,4.2,,,
916,Carrie Colleen_916,2026-12-24,4,1122,103.1,-3.1,,,
917,Clara Eileen_917,2026-12-24,4,1092,101.6,-1.6,,,
918,Dorothy Gail_918,2026-12-25,4,870,70.5,29.5,,,
919,Florence Geraldine_919,2026-12-25,4,1116,92.8,7.2,,,
920,Jane Grace_920,2026-12-25,4,1134,98.7,1.3,,,
921,Joan Heather_921,2026-12-26,4,870,70.5,29.5,,,
922,Lillian Jeanette_922,2026-12-26,4,1026,93.3,6.7,,,
923,Patricia Joann_923,2026-12-26,4,930,78.5,21.5,,,
924,Sophie Loretta_924,2026-12-27,4,948,79.4,20.6,,,
925,Mary Lorraine_925,2026-12-27,4,1026,78.3,21.7,,,
926,Alice Marilyn_926,2026-12-27,4,858,74.9,25.1,,,
927,Annie Melody_927,2026-12-28,4,846,69.3,30.7,,,
928,Ruth Shannon_928,2026-12-28,4,1098,96.9,3.1,,,
929,Dorothy Stella_929,2026-12-28,4,954,74.7,25.3,,,
930,Elizabeth Stephanie_930,2026-12-28,4,1032,78.6,21.4,,,
931,Agnes Sue_931,2026-12-29,4,1026,88.3,11.7,,,
932,Helen Vicky_932,2026-12-29,4,960,80,20,,,
933,Betty Annette_933,2026-12-29,4,1080,81,19,,,
934,Christine Audrey_934,2026-12-30,4,1038,88.9,11.1,,,
935,Evelyn Carrie_935,2026-12-30,4,1044,94.2,5.8,,,
936,Grace Cecilia_936,2026-12-30,4,1098,81.9,18.1,,,
937,Margaret Charlene_937,2026-12-30,4,1140,94,6,,,
938,Anna Delores_938,2026-12-31,4,852,84.6,15.4,,,
939,Clara Dianne_939,2026-12-31,4,876,75.8,24.2,,,
940,Irene Dora_940,2026-12-31,4,1044,94.2,5.8,,,
941,Lena Eva_941,2026-12-31,4,852,79.6,20.4,,,
942,Martha Flora_942,2026-12-31,4,1002,82.1,17.9,,,
943,Mary Frances_943,2026-12-31,4,1014,102.7,-2.7,,,
944,Margaret Gayle_944,2026-12-31,4,870,80.5,19.5,,,
945,Alice Holly_945,2026-12-31,4,1038,83.9,16.1,,,
946,Martha Jenny_946,2026-12-31,4,954,84.7,15.3,,,
947,Anna Josephine_947,2026-12-31,4,1020,88,12,,,
948,Clara Leona_948,2026-12-31,4,1032,98.6,1.4,,,
949,Elizabeth Lou_949,2026-12-31,4,978,90.9,9.1,,,
950,Louise Mildred_950,2026-12-31,4,852,79.6,20.4,,,
951,Annie Molly_951,2026-12-31,4,996,96.8,3.2,,,
952,Dorothy Priscilla_952,2026-12-31,4,1104,97.2,2.8,,,
953,Frances Rita_953,2026-12-31,4,846,79.3,20.7,,,
954,Nancy Sherri_954,2026-12-31,4,924,88.2,11.8,,,
955,Ruth Sheryl_955,2026-12-31,4,846,74.3,25.7,,,
956,Carrie Suzanne_956,2026-12-31,4,1104,87.2,12.8,,,
957,Eleanor Sylvia_957,2026-12-31,4,1020,83,17,,,
958,Helen Tamara_958,2026-12-31,4,906,77.3,22.7,,,
959,Marjorie Tami_959,2026-12-31,4,1092,91.6,8.4,,,
960,Cecelia Mary_960,2026-12-31,4,1128,93.4,6.6,,,
961,Katherine Karen_961,2026-12-31,4,942,84.1,15.9,,,
962,Marie Debra_962,2026-12-31,4,924,73.2,26.8,,,
963,Virginia Linda_963,2026-12-31,4,972,80.6,19.4,,,
964,Elena Donna_964,2026-12-31,4,924,83.2,16.8,,,
965,Esther Patricia_965,2026-12-31,4,1080,86,14,,,
966,Ethel Susan_966,2026-12-31,4,1038,93.9,6.1,,,
967,Evelyn Pamela_967,2026-12-31,4,1086,96.3,3.7,,,
968,Jean Lisa_968,2026-12-31,4,972,80.6,19.4,,,
969,Laura Sharon_969,2026-12-31,4,990,71.5,28.5,,,
970,Shirley Cynthia_970,2026-12-31,4,972,75.6,24.4,,,
971,Mary Nancy_971,2026-12-31,4,846,84.3,15.7,,,
972,Martha Cheryl_972,2026-12-31,4,1116,82.8,17.2,,,
973,Agnes Kathy_973,2026-12-31,4,1080,101,-1,,,
974,Margaret Barbara_974,2026-12-31,4,888,81.4,18.6,,,
975,Betty Deborah_975,2026-12-31,4,888,86.4,13.6,,,
976,Elizabeth Kathleen_976,2026-12-31,4,966,75.3,24.7,,,
977,Marie Margaret_977,2026-12-31,4,1032,78.6,21.4,,,
978,Alice Elizabeth_978,2026-12-31,4,1002,82.1,17.9,,,
979,Helen Julie_979,2026-12-31,4,1044,89.2,10.8,,,
980,Louise Teresa_980,2026-12-31,4,978,90.9,9.1,,,
981,Lucy Laura_981,2026-12-31,4,972,105.6,-5.6,,,
982,Patricia Sandra_982,2026-12-31,4,936,73.8,26.2,,,
983,Shirley Carol_983,2026-12-31,4,966,85.3,14.7,,,
984,Irene Cindy_984,2026-12-31,4,954,89.7,10.3,,,
985,Lillian Kimberly_985,2026-12-31,4,870,85.5,14.5,,,
986,Barbara Theresa_986,2026-12-31,4,996,101.8,-1.8,,,
987,Dorothy Lori_987,2026-12-31,4,1044,89.2,10.8,,,
988,Evelyn Diane_988,2026-12-31,4,1014,92.7,7.3,,,
989,Frances Michelle_989,2026-12-31,4,1008,82.4,17.6,,,
990,Ruth Debbie_990,2026-12-31,4,1098,106.9,-6.9,,,
991,Thelma Helen_991,2026-12-31,4,936,83.8,16.2,,,
992,Ann Connie_992,2026-12-31,4,912,72.6,27.4,,,
993,Anna Diana_993,2026-12-31,4,918,77.9,22.1,,,
994,Bertha Tina_994,2026-12-31,4,948,94.4,5.6,,,
995,Clara Virginia_995,2026-12-31,4,900,77,23,,,
996,Joan Brenda_996,2026-12-31,4,1044,79.2,20.8,,,
997,Lena Janice_997,2026-12-31,4,1008,87.4,12.6,,,
998,Lois Rebecca_998,2026-12-31,4,1020,78,22,,,
999,Mildred Tammy_999,2026-12-31,4,1092,96.6,3.4,,,
1000,Pauline Dorothy_1000,2026-12-31,4,990,81.5,18.5,,,
1001,Rose Judy_1001,2026-12-31,4,1128,88.4,11.6,,,
1002,Sally Kelly_1002,2026-12-31,4,924,78.2,21.8,,,
1003,Virginia Kim_1003,2026-12-31,4,1002,77.1,22.9,,,
1004,Mary Denise_1004,2026-12-31,4,882,86.1,13.9,,,
1005,Helen Catherine_1005,2026-12-31,4,1014,92.7,7.3,,,
1006,Elizabeth Darlene_1006,2026-12-31,4,846,89.3,10.7,,,
1007,Irene Laurie_1007,2026-12-31,4,882,76.1,23.9,,,
1008,Betty Leslie_1008,2026-12-31,4,996,91.8,8.2,,,
1009,Margaret Valerie_1009,2026-12-31,4,858,74.9,25.1,,,
1010,Martha Ruth_1010,2026-12-31,4,1002,92.1,7.9,,,
1011,Pauline Shirley_1011,2026-12-31,4,1110,87.5,12.5,,,
1012,Josephine Vicki_1012,2026-12-31,4,906,87.3,12.7,,,
1013,Marie Dawn_1013,2026-12-31,4,1014,77.7,22.3,,,
1014,Agnes Ellen_1014,2026-12-31,4,996,81.8,18.2,,,
1015,Janet Janet_1015,2026-12-31,4,1038,78.9,21.1,,,
1016,Joan Robin_1016,2026-12-31,4,1098,101.9,-1.9,,,
1017,Louise Arlene_1017,2026-12-31,4,1020,88,12,,,
1018,Lucy Marie_1018,2026-12-31,4,1008,97.4,2.6,,,
1019,Alice Renee_1019,2026-12-31,4,1116,97.8,2.2,,,
1020,Lillian Angela_1020,2026-12-31,4,894,86.7,13.3,,,
1021,Mildred Anna_1021,2026-12-31,4,852,79.6,20.4,,,
1022,Bertha Carolyn_1022,2026-12-31,4,1056,84.8,15.2,,,
1023,Edith Evelyn_1023,2026-12-31,4,1092,91.6,8.4,,,
1024,Esther Katherine_1024,2026-12-31,4,978,95.9,4.1,,,
1025,Evelyn Kathryn_1025,2026-12-31,4,954,74.7,25.3,,,
1026,Florence Rose_1026,2026-12-31,4,1008,92.4,7.6,,,
1027,Maria Sarah_1027,2026-12-31,4,966,90.3,9.7,,,
1028,Ruth Terry_1028,2026-12-31,4,1062,85.1,14.9,,,
1029,Mary Christine_1029,2026-12-31,4,1008,82.4,17.6,,,
1030,Elizabeth Joyce_1030,2026-12-31,4,882,86.1,13.9,,,
1031,Margaret Julia_1031,2026-12-31,4,1110,92.5,7.5,,,
1032,Anna Rita_1032,2026-12-31,4,852,79.6,20.4,,,
1033,Shirley Sally_1033,2026-12-31,4,852,64.6,35.4,,,
1034,Alice Sherry_1034,2026-12-31,4,918,77.9,22.1,,,
1035,Barbara Ann_1035,2026-12-31,4,1032,88.6,11.4,,,
1036,Betty Bonnie_1036,2026-12-31,4,846,84.3,15.7,,,
1037,Helen Cathy_1037,2026-12-31,4,846,79.3,20.7,,,
1038,Irene Jean_1038,2026-12-31,4,936,73.8,26.2,,,
1039,Nancy Joanne_1039,2026-12-31,4,1074,90.7,9.3,,,
1040,Martha Judith_1040,2026-12-31,4,1116,97.8,2.2,,,
1041,Virginia Martha_1041,2026-12-31,4,978,95.9,4.1,,,
1042,Dorothy Norma_1042,2026-12-31,4,930,83.5,16.5,,,
1043,Lillian Penny_1043,2026-12-31,4,846,84.3,15.7,,,
1044,Patricia Terri_1044,2026-12-31,4,1062,90.1,9.9,,,
1045,Agnes Paula_1045,2026-12-31,4,888,96.4,3.6,,,
1046,Arlene Ramona_1046,2026-12-31,4,1140,94,6,,,
1047,Carol Wanda_1047,2026-12-31,4,912,87.6,12.4,,,
1048,Charlotte Annette_1048,2026-12-31,4,930,73.5,26.5,,,
1049,Edith Bernice_1049,2026-12-31,4,960,90,10,,,
1050,Evelyn Betty_1050,2026-12-31,4,996,86.8,13.2,,,
1051,Flora Jennifer_1051,2026-12-31,4,972,90.6,9.4,,,
1052,Marie Lillian_1052,2026-12-31,4,1044,84.2,15.8,,,
1053,Rose Lorraine_1053,2026-12-31,4,1062,90.1,9.9,,,
1054,Ruth Maria_1054,2026-12-31,4,900,72,28,,,
1055,Sally Marilyn_1055,2026-12-31,4,888,81.4,18.6,,,
1056,Wilma Patti_1056,2026-12-31,4,948,94.4,5.6,,,
1057,Mary Rhonda_1057,2026-12-31,4,978,90.9,9.1,,,
1058,Elizabeth Alice_1058,2026-12-31,4,1098,96.9,3.1,,,
1059,Anna Audrey_1059,2026-12-31,4,1110,92.5,7.5,,,
1060,Dorothy Becky_1060,2026-12-31,4,1104,82.2,17.8,,,
1061,Patricia Beverly_1061,2026-12-31,4,1062,85.1,14.9,,,
1062,Agnes Colleen_1062,2026-12-31,4,1104,87.2,12.8,,,
1063,Alice Elaine_1063,2026-12-31,4,1038,78.9,21.1,,,
1064,Margaret Grace_1064,2026-12-31,4,930,78.5,21.5,,,
1065,Nancy Irene_1065,2026-12-31,4,846,74.3,25.7,,,
1066,Shirley Jane_1066,2026-12-31,4,942,84.1,15.9,,,
1067,Virginia Joan_1067,2026-12-31,4,1128,88.4,11.6,,,
1068,Carol Regina_1068,2026-12-31,4,1014,82.7,17.3,,,
1069,Evelyn Tamara_1069,2026-12-31,4,1044,84.2,15.8,,,
1070,Joan Victoria_1070,2026-12-31,4,942,79.1,20.9,,,
1071,Katherine Carrie_1071,2026-12-31,4,1104,102.2,-2.2,,,
1072,Marjorie Christina_1072,2026-12-31,4,1008,87.4,12.6,,,
1073,Nellie Emily_1073,2026-12-31,4,894,81.7,18.3,,,
1074,Helen Emma_1074,2026-12-31,4,972,80.6,19.4,,,
1075,Jacqueline Geraldine_1075,2026-12-31,4,894,96.7,3.3,,,
1076,Julia Heidi_1076,2026-12-31,4,912,97.6,2.4,,,
1077,Lucy Holly_1077,2026-12-31,4,1086,86.3,13.7,,,
1078,Martha Jeanne_1078,2026-12-31,4,966,75.3,24.7,,,
1079,Nora Josephine_1079,2026-12-31,4,960,85,15,,,
1080,Ruth Marcia_1080,2026-12-31,4,1080,91,9,,,
1081,Theresa Marlene_1081,2026-12-31,4,936,88.8,11.2,,,
1082,Amelia Pauline_1082,2026-12-31,4,894,91.7,8.3,,,
1083,Christine Peggy_1083,2026-12-31,4,930,83.5,16.5,,,
1084,Dolores Sheryl_1084,2026-12-31,4,852,79.6,20.4,,,
1085,Elsie Tracy_1085,2026-12-31,4,924,88.2,11.8,,,
1086,Esther Veronica_1086,2026-12-31,4,1098,86.9,13.1,,,
1087,Geraldine Vivian_1087,2026-12-31,4,1098,91.9,8.1,,,
1088,Lydia Amy_1088,2026-12-31,4,912,77.6,22.4,,,
1089,Marie Charlene_1089,2026-12-31,4,846,89.3,10.7,,,
1090,Mary Doris_1090,2026-12-31,4,864,85.2,14.8,,,
1091,Margaret Eileen_1091,2026-12-31,4,942,79.1,20.9,,,
1092,Carol Esther_1092,2026-12-31,4,1086,86.3,13.7,,,
1093,Barbara Flora_1093,2026-12-31,4,1110,92.5,7.5,,,
1094,Virginia Gail_1094,2026-12-31,4,1080,86,14,,,
1095,Betty Gina_1095,2026-12-31,4,894,81.7,18.3,,,
1096,Anna Jackie_1096,2026-12-31,4,954,79.7,20.3,,,
1097,Donna Jacqueline_1097,2026-12-31,4,870,90.5,9.5,,,
1098,Pauline Loretta_1098,2026-12-31,4,846,69.3,30.7,,,
1099,Shirley Marjorie_1099,2026-12-31,4,1110,97.5,2.5,,,
1100,Annie Melody_1100,2026-12-31,4,1008,77.4,22.6,,,
1101,Edith Natalie_1101,2026-12-31,4,858,89.9,10.1,,,
1102,Irene Roberta_1102,2026-12-31,4,1062,105.1,-5.1,,,
1103,Lucy Shannon_1103,2026-12-31,4,1062,85.1,14.9,,,
1104,Marie Shelly_1104,2026-12-31,4,894,76.7,23.3,,,
1105,Martha Suzanne_1105,2026-12-31,4,960,90,10,,,
1106,Patricia Toni_1106,2026-12-31,4,1062,90.1,9.9,,,
1107,Sophie Agnes_1107,2026-12-31,4,990,86.5,13.5,,,
1108,Elizabeth Anita_1108,2026-12-31,4,1026,98.3,1.7,,,
1109,Gladys Anne_1109,2026-12-31,4,954,84.7,15.3,,,
1110,Lois April_1110,2026-12-31,4,1104,87.2,12.8,,,
1111,Nancy Bertha_1111,2026-12-31,4,888,76.4,23.6,,,
1112,Agnes Candy_1112,2026-12-31,4,948,79.4,20.6,,,
1113,Ann Carla_1113,2026-12-31,4,840,74,26,,,
1114,Christine Chris_1114,2026-12-31,4,876,65.8,34.2,,,
1115,Doris Crystal_1115,2026-12-31,4,1014,82.7,17.3,,,
1116,Florence Dana_1116,2026-12-31,4,1044,79.2,20.8,,,
1117,Grace Debora_1117,2026-12-31,4,882,91.1,8.9,,,
1118,Helen Elena_1118,2026-12-31,4,1134,103.7,-3.7,,,
1119,Joan Eva_1119,2026-12-31,4,1140,94,6,,,
1120,June Florence_1120,2026-12-31,4,894,76.7,23.3,,,
1121,Sally Joni_1121,2026-12-31,4,954,89.7,10.3,,,
1122,Sylvia Kelli_1122,2026-12-31,4,1008,82.4,17.6,,,
1123,Mary Kristen_1123,2026-12-31,4,1032,83.6,16.4,,,
1124,Alice Laurel_1124,2026-12-31,4,900,87,13,,,
1125,Carol Margie_1125,2026-12-31,4,990,76.5,23.5,,,
1126,Marie Minnie_1126,2026-12-31,4,852,74.6,25.4,,,
1127,Patricia Nina_1127,2026-12-31,4,1104,97.2,2.8,,,
1128,Betty Patty_1128,2026-12-31,4,1074,95.7,4.3,,,
1129,Barbara Rachel_1129,2026-12-31,4,924,73.2,26.8,,,
1130,Shirley Shawn_1130,2026-12-31,4,1056,79.8,20.2,,,
1131,Annie Sheila_1131,2026-12-31,4,1086,106.3,-6.3,,,
1132,Evelyn Shelley_1132,2026-12-31,4,954,84.7,15.3,,,
1133,Nancy Sheri_1133,2026-12-31,4,1068,85.4,14.6,,,
1134,Ruth Sherrie_1134,2026-12-31,4,1068,85.4,14.6,,,
1135,Virginia Stephanie_1135,2026-12-31,4,1134,98.7,1.3,,,
1136,Beverly Teri_1136,2026-12-31,4,936,78.8,21.2,,,
1137,Florence Wendy_1137,2026-12-31,4,900,82,18,,,
1138,Katherine Yvonne_1138,2026-12-31,4,912,82.6,17.4,,,
1139,Marjorie Mary_1139,2026-12-31,4,1020,78,22,,,
1140,Rose Linda_1140,2026-12-31,4,858,74.9,25.1,,,
1141,Agnes Karen_1141,2026-12-31,4,900,87,13,,,
1142,Dorothy Debra_1142,2026-12-31,4,978,85.9,14.1,,,
1143,Elizabeth Susan_1143,2026-12-31,4,852,84.6,15.4,,,
1144,Gertrude Elizabeth_1144,2026-12-31,4,1134,93.7,6.3,,,
1145,Helen Sandra_1145,2026-12-31,4,1116,87.8,12.2,,,
1146,Jean Patricia_1146,2026-12-31,4,948,79.4,20.6,,,
1147,Lillian Donna_1147,2026-12-31,4,1092,106.6,-6.6,,,
1148,Louise Cindy_1148,2026-12-31,4,900,77,23,,,
1149,Margaret Cheryl_1149,2026-12-31,4,1002,82.1,17.9,,,
1150,Bernice Teresa_1150,2026-12-31,4,1014,97.7,2.3,,,
1151,Grace Cynthia_1151,2026-12-31,4,1110,92.5,7.5,,,
1152,Josephine Nancy_1152,2026-12-31,4,906,82.3,17.7,,,
1153,Joyce Laura_1153,2026-12-31,4,924,98.2,1.8,,,
1154,Rosemary Deborah_1154,2026-12-31,4,930,88.5,11.5,,,
1155,Sandra Lisa_1155,2026-12-31,4,894,76.7,23.3,,,
1156,Sylvia Barbara_1156,2026-12-31,4,888,86.4,13.6,,,
1157,Mary Kelly_1157,2026-12-31,4,888,81.4,18.6,,,
1158,Elizabeth Theresa_1158,2026-12-31,4,1068,85.4,14.6,,,
1159,Martha Brenda_1159,2026-12-31,4,1110,92.5,7.5,,,
1160,Alice Sharon_1160,2026-12-31,4,1050,94.5,5.5,,,
1161,Carol Julie_1161,2026-12-31,4,972,85.6,14.4,,,
1162,Helen Lori_1162,2026-12-31,4,1068,80.4,19.6,,,
1163,Jean Carol_1163,2026-12-31,4,930,83.5,16.5,,,
1164,Ruth Margaret_1164,2026-12-31,4,1080,86,14,,,
1165,Virginia Debbie_1165,2026-12-31,4,1080,91,9,,,
1166,Patricia Kathleen_1166,2026-12-31,4,1104,97.2,2.8,,,
1167,Barbara Rebecca_1167,2026-12-31,4,1080,101,-1,,,
1168,Karen Janet_1168,2026-12-31,4,1062,85.1,14.9,,,
1169,Margaret Diane_1169,2026-12-31,4,1062,90.1,9.9,,,
1170,Phyllis Kimberly_1170,2026-12-31,4,1092,101.6,-1.6,,,
1171,Anna Pamela_1171,2026-12-31,4,978,75.9,24.1,,,
1172,Dorothy Dorothy_1172,2026-12-31,4,1002,92.1,7.9,,,
1173,Frances Kathy_1173,2026-12-31,4,906,77.3,22.7,,,
1174,Josephine Alice_1174,2026-12-31,4,966,80.3,19.7,,,
1175,Sally Robin_1175,2026-12-31,4,1086,91.3,8.7,,,
1176,Elsie Katherine_1176,2026-12-31,4,1092,101.6,-1.6,,,
1177,Emily Leslie_1177,2026-12-31,4,1062,85.1,14.9,,,
1178,Lorraine Connie_1178,2026-12-31,4,1122,98.1,1.9,,,
1179,Marilyn Kim_1179,2026-12-31,4,984,91.2,8.8,,,
1180,Natalia Janice_1180,2026-12-31,4,960,75,25,,,
1181,Sarah Laurie_1181,2026-12-31,4,1134,108.7,-8.7,,,
1182,Bertha Rhonda_1182,2026-12-31,4,930,78.5,21.5,,,
1183,Betty Ruth_1183,2026-12-31,4,930,83.5,16.5,,,
1184,Grace Terri_1184,2026-12-31,4,930,73.5,26.5,,,
1185,Irene Cathy_1185,2026-12-31,4,1110,92.5,7.5,,,
1186,Janet Tammy_1186,2026-12-31,4,990,86.5,13.5,,,
1187,Judith Wendy_1187,2026-12-31,4,906,87.3,12.7,,,
1188,Marjorie Catherine_1188,2026-12-31,4,900,72,28,,,
