id,user_id,date,total_duration_minutes,social_intensity_score,battery_score,user_name,user_number,day_of_week,month,month_name,week,is_exhausted,is_low_battery,is_high_battery,battery_category,intensity_group
1105,Martha Suzanne_1105,2026-12-31,960,90.0,10.0,Martha Suzanne,1105,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1106,Patricia Toni_1106,2026-12-31,1062,90.1,9.9,Patricia Toni,1106,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1107,Sophie Agnes_1107,2026-12-31,990,86.5,13.5,Sophie Agnes,1107,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1108,Elizabeth Anita_1108,2026-12-31,1026,98.3,1.7,Elizabeth Anita,1108,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1109,Gladys Anne_1109,2026-12-31,954,84.7,15.3,Gladys Anne,1109,Thursday,12,December,53,False,True,False,Low,70-85
1110,Lois April_1110,2026-12-31,1104,87.2,12.8,Lois April,1110,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1111,Nancy Bertha_1111,2026-12-31,888,76.4,23.6,Nancy Bertha,1111,Thursday,12,December,53,False,False,False,Medium,70-85
1112,Agnes Candy_1112,2026-12-31,948,79.4,20.6,Agnes Candy,1112,Thursday,12,December,53,False,False,False,Medium,70-85
1113,Ann Carla_1113,2026-12-31,840,74.0,26.0,Ann Carla,1113,Thursday,12,December,53,False,False,False,Medium,70-85
1114,Christine Chris_1114,2026-12-31,876,65.8,34.2,Christine Chris,1114,Thursday,12,December,53,False,False,False,Medium,50-70
1115,Doris Crystal_1115,2026-12-31,1014,82.7,17.3,Doris Crystal,1115,Thursday,12,December,53,False,True,False,Low,70-85
1116,Florence Dana_1116,2026-12-31,1044,79.2,20.8,Florence Dana,1116,Thursday,12,December,53,False,False,False,Medium,70-85
1117,Grace Debora_1117,2026-12-31,882,91.1,8.9,Grace Debora,1117,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1118,Helen Elena_1118,2026-12-31,1134,100.0,-3.7,Helen Elena,1118,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1119,Joan Eva_1119,2026-12-31,1140,94.0,6.0,Joan Eva,1119,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1120,June Florence_1120,2026-12-31,894,76.7,23.3,June Florence,1120,Thursday,12,December,53,False,False,False,Medium,70-85
1121,Sally Joni_1121,2026-12-31,954,89.7,10.3,Sally Joni,1121,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1122,Sylvia Kelli_1122,2026-12-31,1008,82.4,17.6,Sylvia Kelli,1122,Thursday,12,December,53,False,True,False,Low,70-85
1123,Mary Kristen_1123,2026-12-31,1032,83.6,16.4,Mary Kristen,1123,Thursday,12,December,53,False,True,False,Low,70-85
1124,Alice Laurel_1124,2026-12-31,900,87.0,13.0,Alice Laurel,1124,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1125,Carol Margie_1125,2026-12-31,990,76.5,23.5,Carol Margie,1125,Thursday,12,December,53,False,False,False,Medium,70-85
1126,Marie Minnie_1126,2026-12-31,852,74.6,25.4,Marie Minnie,1126,Thursday,12,December,53,False,False,False,Medium,70-85
1127,Patricia Nina_1127,2026-12-31,1104,97.2,2.8,Patricia Nina,1127,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1128,Betty Patty_1128,2026-12-31,1074,95.7,4.3,Betty Patty,1128,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1129,Barbara Rachel_1129,2026-12-31,924,73.2,26.8,Barbara Rachel,1129,Thursday,12,December,53,False,False,False,Medium,70-85
1130,Shirley Shawn_1130,2026-12-31,1056,79.8,20.2,Shirley Shawn,1130,Thursday,12,December,53,False,False,False,Medium,70-85
1131,Annie Sheila_1131,2026-12-31,1086,100.0,-6.3,Annie Sheila,1131,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1132,Evelyn Shelley_1132,2026-12-31,954,84.7,15.3,Evelyn Shelley,1132,Thursday,12,December,53,False,True,False,Low,70-85
1133,Nancy Sheri_1133,2026-12-31,1068,85.4,14.6,Nancy Sheri,1133,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1134,Ruth Sherrie_1134,2026-12-31,1068,85.4,14.6,Ruth Sherrie,1134,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1135,Virginia Stephanie_1135,2026-12-31,1134,98.7,1.3,Virginia Stephanie,1135,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1136,Beverly Teri_1136,2026-12-31,936,78.8,21.2,Beverly Teri,1136,Thursday,12,December,53,False,False,False,Medium,70-85
1137,Florence Wendy_1137,2026-12-31,900,82.0,18.0,Florence Wendy,1137,Thursday,12,December,53,False,True,False,Low,70-85
1138,Katherine Yvonne_1138,2026-12-31,912,82.6,17.4,Katherine Yvonne,1138,Thursday,12,December,53,False,True,False,Low,70-85
1139,Marjorie Mary_1139,2026-12-31,1020,78.0,22.0,Marjorie Mary,1139,Thursday,12,December,53,False,False,False,Medium,70-85
1140,Rose Linda_1140,2026-12-31,858,74.9,25.1,Rose Linda,1140,Thursday,12,December,53,False,False,False,Medium,70-85
1141,Agnes Karen_1141,2026-12-31,900,87.0,13.0,Agnes Karen,1141,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1142,Dorothy Debra_1142,2026-12-31,978,85.9,14.1,Dorothy Debra,1142,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1143,Elizabeth Susan_1143,2026-12-31,852,84.6,15.4,Elizabeth Susan,1143,Thursday,12,December,53,False,True,False,Low,70-85
1144,Gertrude Elizabeth_1144,2026-12-31,1134,93.7,6.3,Gertrude Elizabeth,1144,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1145,Helen Sandra_1145,2026-12-31,1116,87.8,12.2,Helen Sandra,1145,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1146,Jean Patricia_1146,2026-12-31,948,79.4,20.6,Jean Patricia,1146,Thursday,12,December,53,False,False,False,Medium,70-85
1147,Lillian Donna_1147,2026-12-31,1092,100.0,-6.6,Lillian Donna,1147,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1148,Louise Cindy_1148,2026-12-31,900,77.0,23.0,Louise Cindy,1148,Thursday,12,December,53,False,False,False,Medium,70-85
1149,Margaret Cheryl_1149,2026-12-31,1002,82.1,17.9,Margaret Cheryl,1149,Thursday,12,December,53,False,True,False,Low,70-85
1150,Bernice Teresa_1150,2026-12-31,1014,97.7,2.3,Bernice Teresa,1150,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1151,Grace Cynthia_1151,2026-12-31,1110,92.5,7.5,Grace Cynthia,1151,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1152,Josephine Nancy_1152,2026-12-31,906,82.3,17.7,Josephine Nancy,1152,Thursday,12,December,53,False,True,False,Low,70-85
1153,Joyce Laura_1153,2026-12-31,924,98.2,1.8,Joyce Laura,1153,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1154,Rosemary Deborah_1154,2026-12-31,930,88.5,11.5,Rosemary Deborah,1154,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1155,Sandra Lisa_1155,2026-12-31,894,76.7,23.3,Sandra Lisa,1155,Thursday,12,December,53,False,False,False,Medium,70-85
1156,Sylvia Barbara_1156,2026-12-31,888,86.4,13.6,Sylvia Barbara,1156,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1157,Mary Kelly_1157,2026-12-31,888,81.4,18.6,Mary Kelly,1157,Thursday,12,December,53,False,True,False,Low,70-85
1158,Elizabeth Theresa_1158,2026-12-31,1068,85.4,14.6,Elizabeth Theresa,1158,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1159,Martha Brenda_1159,2026-12-31,1110,92.5,7.5,Martha Brenda,1159,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1160,Alice Sharon_1160,2026-12-31,1050,94.5,5.5,Alice Sharon,1160,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1161,Carol Julie_1161,2026-12-31,972,85.6,14.4,Carol Julie,1161,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1162,Helen Lori_1162,2026-12-31,1068,80.4,19.6,Helen Lori,1162,Thursday,12,December,53,False,True,False,Low,70-85
1163,Jean Carol_1163,2026-12-31,930,83.5,16.5,Jean Carol,1163,Thursday,12,December,53,False,True,False,Low,70-85
1164,Ruth Margaret_1164,2026-12-31,1080,86.0,14.0,Ruth Margaret,1164,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1165,Virginia Debbie_1165,2026-12-31,1080,91.0,9.0,Virginia Debbie,1165,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1166,Patricia Kathleen_1166,2026-12-31,1104,97.2,2.8,Patricia Kathleen,1166,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1167,Barbara Rebecca_1167,2026-12-31,1080,100.0,-1.0,Barbara Rebecca,1167,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1168,Karen Janet_1168,2026-12-31,1062,85.1,14.9,Karen Janet,1168,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1169,Margaret Diane_1169,2026-12-31,1062,90.1,9.9,Margaret Diane,1169,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1170,Phyllis Kimberly_1170,2026-12-31,1092,100.0,-1.6,Phyllis Kimberly,1170,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1171,Anna Pamela_1171,2026-12-31,978,75.9,24.1,Anna Pamela,1171,Thursday,12,December,53,False,False,False,Medium,70-85
1172,Dorothy Dorothy_1172,2026-12-31,1002,92.1,7.9,Dorothy Dorothy,1172,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1173,Frances Kathy_1173,2026-12-31,906,77.3,22.7,Frances Kathy,1173,Thursday,12,December,53,False,False,False,Medium,70-85
1174,Josephine Alice_1174,2026-12-31,966,80.3,19.7,Josephine Alice,1174,Thursday,12,December,53,False,True,False,Low,70-85
1175,Sally Robin_1175,2026-12-31,1086,91.3,8.7,Sally Robin,1175,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1176,Elsie Katherine_1176,2026-12-31,1092,100.0,-1.6,Elsie Katherine,1176,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1177,Emily Leslie_1177,2026-12-31,1062,85.1,14.9,Emily Leslie,1177,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1178,Lorraine Connie_1178,2026-12-31,1122,98.1,1.9,Lorraine Connie,1178,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1179,Marilyn Kim_1179,2026-12-31,984,91.2,8.8,Marilyn Kim,1179,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1180,Natalia Janice_1180,2026-12-31,960,75.0,25.0,Natalia Janice,1180,Thursday,12,December,53,False,False,False,Medium,70-85
1181,Sarah Laurie_1181,2026-12-31,1134,100.0,-8.7,Sarah Laurie,1181,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1182,Bertha Rhonda_1182,2026-12-31,930,78.5,21.5,Bertha Rhonda,1182,Thursday,12,December,53,False,False,False,Medium,70-85
1183,Betty Ruth_1183,2026-12-31,930,83.5,16.5,Betty Ruth,1183,Thursday,12,December,53,False,True,False,Low,70-85
1184,Grace Terri_1184,2026-12-31,930,73.5,26.5,Grace Terri,1184,Thursday,12,December,53,False,False,False,Medium,70-85
1185,Irene Cathy_1185,2026-12-31,1110,92.5,7.5,Irene Cathy,1185,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1186,Janet Tammy_1186,2026-12-31,990,86.5,13.5,Janet Tammy,1186,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1187,Judith Wendy_1187,2026-12-31,906,87.3,12.7,Judith Wendy,1187,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1188,Marjorie Catherine_1188,2026-12-31,900,72.0,28.0,Marjorie Catherine,1188,Thursday,12,December,53,False,False,False,Medium,70-85
1189,Nancy Darlene_1189,2026-12-31,1110,97.5,2.5,Nancy Darlene,1189,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1190,Pauline Diana_1190,2026-12-31,972,85.6,14.4,Pauline Diana,1190,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1191,Mary Rose_1191,2026-12-31,948,79.4,20.6,Mary Rose,1191,Thursday,12,December,53,False,False,False,Medium,70-85
1192,Barbara Vicki_1192,2026-12-31,1092,86.6,13.4,Barbara Vicki,1192,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1193,Patricia Bonnie_1193,2026-12-31,1002,72.1,27.9,Patricia Bonnie,1193,Thursday,12,December,53,False,False,False,Medium,70-85
1194,Alice Carolyn_1194,2026-12-31,888,76.4,23.6,Alice Carolyn,1194,Thursday,12,December,53,False,False,False,Medium,70-85
1195,Annie Denise_1195,2026-12-31,1092,100.0,-6.6,Annie Denise,1195,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1196,Helen Marie_1196,2026-12-31,1050,84.5,15.5,Helen Marie,1196,Thursday,12,December,53,False,True,False,Low,70-85
1197,Margaret Terry_1197,2026-12-31,1122,100.0,-3.1,Margaret Terry,1197,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1198,Dorothy Anna_1198,2026-12-31,888,71.4,28.6,Dorothy Anna,1198,Thursday,12,December,53,False,False,False,Medium,70-85
1199,Marie Michelle_1199,2026-12-31,912,82.6,17.4,Marie Michelle,1199,Thursday,12,December,53,False,True,False,Low,70-85
1200,Sharon Roberta_1200,2026-12-31,852,74.6,25.4,Sharon Roberta,1200,Thursday,12,December,53,False,False,False,Medium,70-85
1201,Agnes Sarah_1201,2026-12-31,852,89.6,10.4,Agnes Sarah,1201,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1202,Betty Sheryl_1202,2026-12-31,906,82.3,17.7,Betty Sheryl,1202,Thursday,12,December,53,False,True,False,Low,70-85
1203,Carol Shirley_1203,2026-12-31,1026,98.3,1.7,Carol Shirley,1203,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1204,Clara Anita_1204,2026-12-31,1032,98.6,1.4,Clara Anita,1204,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1205,Julia Ann_1205,2026-12-31,1056,94.8,5.2,Julia Ann,1205,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1206,Sally Judith_1206,2026-12-31,954,89.7,10.3,Sally Judith,1206,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1207,Anna Pauline_1207,2026-12-31,1116,92.8,7.2,Anna Pauline,1207,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1208,Carolyn Angela_1208,2026-12-31,1128,93.4,6.6,Carolyn Angela,1208,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1209,Elizabeth Carrie_1209,2026-12-31,1068,95.4,4.6,Elizabeth Carrie,1209,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1210,Irene Joyce_1210,2026-12-31,1068,100.0,-0.4,Irene Joyce,1210,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1211,Judith Martha_1211,2026-12-31,1014,97.7,2.3,Judith Martha,1211,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1212,Lucy Pam_1212,2026-12-31,1128,98.4,1.6,Lucy Pam,1212,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1213,Martha Paula_1213,2026-12-31,978,75.9,24.1,Martha Paula,1213,Thursday,12,December,53,False,False,False,Medium,70-85
1214,Susan Peggy_1214,2026-12-31,1068,95.4,4.6,Susan Peggy,1214,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1215,Donna Beverly_1215,2026-12-31,1032,93.6,6.4,Donna Beverly,1215,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1216,Evelyn Ellen_1216,2026-12-31,858,89.9,10.1,Evelyn Ellen,1216,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1217,Florence Gail_1217,2026-12-31,918,77.9,22.1,Florence Gail,1217,Thursday,12,December,53,False,False,False,Medium,70-85
1218,Frances Helen_1218,2026-12-31,1002,82.1,17.9,Frances Helen,1218,Thursday,12,December,53,False,True,False,Low,70-85
1219,Judy Jacqueline_1219,2026-12-31,1056,99.8,0.2,Judy Jacqueline,1219,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1220,Karen Jean_1220,2026-12-31,840,69.0,31.0,Karen Jean,1220,Thursday,12,December,53,False,False,False,Medium,50-70
1221,Nancy Jennifer_1221,2026-12-31,1008,82.4,17.6,Nancy Jennifer,1221,Thursday,12,December,53,False,True,False,Low,70-85
1222,Rose Joanne_1222,2026-12-31,1122,100.0,-13.1,Rose Joanne,1222,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1223,Virginia Marilyn_1223,2026-12-31,984,81.2,18.8,Virginia Marilyn,1223,Thursday,12,December,53,False,True,False,Low,70-85
1224,Diane Melanie_1224,2026-12-31,1080,91.0,9.0,Diane Melanie,1224,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1225,Gloria Sheila_1225,2026-12-31,912,72.6,27.4,Gloria Sheila,1225,Thursday,12,December,53,False,False,False,Medium,70-85
1226,Janice Sherry_1226,2026-12-31,1008,100.0,-2.4,Janice Sherry,1226,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1227,Joanne Tina_1227,2026-12-31,1062,90.1,9.9,Joanne Tina,1227,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1228,Katherine Tracy_1228,2026-12-31,906,72.3,27.7,Katherine Tracy,1228,Thursday,12,December,53,False,False,False,Medium,70-85
1229,Lillian Virginia_1229,2026-12-31,1104,92.2,7.8,Lillian Virginia,1229,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1230,Marilyn Yvonne_1230,2026-12-31,1122,93.1,6.9,Marilyn Yvonne,1230,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1231,Pauline Annette_1231,2026-12-31,1008,82.4,17.6,Pauline Annette,1231,Thursday,12,December,53,False,True,False,Low,70-85
1232,Sandra Beth_1232,2026-12-31,1062,90.1,9.9,Sandra Beth,1232,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1233,Shirley Cheri_1233,2026-12-31,894,76.7,23.3,Shirley Cheri,1233,Thursday,12,December,53,False,False,False,Medium,70-85
1234,Theresa Christina_1234,2026-12-31,942,79.1,20.9,Theresa Christina,1234,Thursday,12,December,53,False,False,False,Medium,70-85
1235,Mary Colleen_1235,2026-12-31,924,88.2,11.8,Mary Colleen,1235,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1236,Barbara Dawn_1236,2026-12-31,960,80.0,20.0,Barbara Dawn,1236,Thursday,12,December,53,False,False,False,Low,70-85
1237,Patricia Emily_1237,2026-12-31,1080,86.0,14.0,Patricia Emily,1237,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1238,Judy Eva_1238,2026-12-31,960,85.0,15.0,Judy Eva,1238,Thursday,12,December,53,False,True,False,Low,70-85
1239,Margaret Josephine_1239,2026-12-31,852,84.6,15.4,Margaret Josephine,1239,Thursday,12,December,53,False,True,False,Low,70-85
1240,Nancy Loretta_1240,2026-12-31,1080,81.0,19.0,Nancy Loretta,1240,Thursday,12,December,53,False,True,False,Low,70-85
1241,Alice Lucy_1241,2026-12-31,1116,92.8,7.2,Alice Lucy,1241,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1242,Carol Phyllis_1242,2026-12-31,1122,88.1,11.9,Carol Phyllis,1242,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1243,Helen Stephanie_1243,2026-12-31,990,86.5,13.5,Helen Stephanie,1243,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1244,Karen Tamara_1244,2026-12-31,1074,90.7,9.3,Karen Tamara,1244,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1245,Martha Amy_1245,2026-12-31,1122,98.1,1.9,Martha Amy,1245,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1246,Dorothy Bernadette_1246,2026-12-31,864,75.2,24.8,Dorothy Bernadette,1246,Thursday,12,December,53,False,False,False,Medium,70-85
1247,Julia Carla_1247,2026-12-31,942,79.1,20.9,Julia Carla,1247,Thursday,12,December,53,False,False,False,Medium,70-85
1248,Sharon Eileen_1248,2026-12-31,852,94.6,5.4,Sharon Eileen,1248,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1249,Ann Frances_1249,2026-12-31,972,85.6,14.4,Ann Frances,1249,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1250,Elizabeth Grace_1250,2026-12-31,966,70.3,29.7,Elizabeth Grace,1250,Thursday,12,December,53,False,False,False,Medium,70-85
1251,Pauline Kathryn_1251,2026-12-31,1032,83.6,16.4,Pauline Kathryn,1251,Thursday,12,December,53,False,True,False,Low,70-85
1252,Marie Marlene_1252,2026-12-31,1092,91.6,8.4,Marie Marlene,1252,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1253,Agnes Penny_1253,2026-12-31,1026,98.3,1.7,Agnes Penny,1253,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1254,Annie Suzanne_1254,2026-12-31,1116,87.8,12.2,Annie Suzanne,1254,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1255,Evelyn Becky_1255,2026-12-31,1026,93.3,6.7,Evelyn Becky,1255,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1256,Florence Betty_1256,2026-12-31,996,81.8,18.2,Florence Betty,1256,Thursday,12,December,53,False,True,False,Low,70-85
1257,Judith Charlene_1257,2026-12-31,1002,92.1,7.9,Judith Charlene,1257,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1258,Lucy Christine_1258,2026-12-31,1104,92.2,7.8,Lucy Christine,1258,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1259,Marilyn Crystal_1259,2026-12-31,978,70.9,29.1,Marilyn Crystal,1259,Thursday,12,December,53,False,False,False,Medium,70-85
1260,Rita Elaine_1260,2026-12-31,1104,97.2,2.8,Rita Elaine,1260,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1261,Sally Elena_1261,2026-12-31,882,86.1,13.9,Sally Elena,1261,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1262,Anna Emma_1262,2026-12-31,990,100.0,-1.5,Anna Emma,1262,Thursday,12,December,53,True,True,False,Exhausted,85-100 (Tinggi)
1263,Ethel Heidi_1263,2026-12-31,996,91.8,8.2,Ethel Heidi,1263,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1264,Frances Holly_1264,2026-12-31,972,75.6,24.4,Frances Holly,1264,Thursday,12,December,53,False,False,False,Medium,70-85
1265,Janet Monica_1265,2026-12-31,942,89.1,10.9,Janet Monica,1265,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1266,Lois Rita_1266,2026-12-31,1116,77.8,22.2,Lois Rita,1266,Thursday,12,December,53,False,False,False,Medium,70-85
1267,Lydia Sally_1267,2026-12-31,990,86.5,13.5,Lydia Sally,1267,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1268,Sarah Tami_1268,2026-12-31,936,88.8,11.2,Sarah Tami,1268,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1269,Audrey Andrea_1269,2026-12-31,1044,84.2,15.8,Audrey Andrea,1269,Thursday,12,December,53,False,True,False,Low,70-85
1270,Betty Dana_1270,2026-12-31,1098,86.9,13.1,Betty Dana,1270,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1271,Ella Deanna_1271,2026-12-31,1038,88.9,11.1,Ella Deanna,1271,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1272,Esther Esther_1272,2026-12-31,1092,96.6,3.4,Esther Esther,1272,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1273,Joanne Florence_1273,2026-12-31,1068,90.4,9.6,Joanne Florence,1273,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1274,Katherine Harriet_1274,2026-12-31,942,89.1,10.9,Katherine Harriet,1274,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1275,Linda Irene_1275,2026-12-31,930,98.5,1.5,Linda Irene,1275,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1276,Mabel Jeanette_1276,2026-12-31,900,77.0,23.0,Mabel Jeanette,1276,Thursday,12,December,53,False,False,False,Medium,70-85
1277,Rose Lillian_1277,2026-12-31,972,85.6,14.4,Rose Lillian,1277,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1278,Ruth Louise_1278,2026-12-31,966,85.3,14.7,Ruth Louise,1278,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1279,Virginia Margie_1279,2026-12-31,1002,92.1,7.9,Virginia Margie,1279,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1280,Mary Maria_1280,2026-12-31,1110,92.5,7.5,Mary Maria,1280,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1281,Patricia Marjorie_1281,2026-12-31,882,81.1,18.9,Patricia Marjorie,1281,Thursday,12,December,53,False,True,False,Low,70-85
1282,Judy Matilda_1282,2026-12-31,906,82.3,17.7,Judy Matilda,1282,Thursday,12,December,53,False,True,False,Low,70-85
1283,Margaret Melinda_1283,2026-12-31,960,80.0,20.0,Margaret Melinda,1283,Thursday,12,December,53,False,False,False,Low,70-85
1284,Sharon Melody_1284,2026-12-31,1002,77.1,22.9,Sharon Melody,1284,Thursday,12,December,53,False,False,False,Medium,70-85
1285,Barbara Michele_1285,2026-12-31,1092,96.6,3.4,Barbara Michele,1285,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1286,Judith Patty_1286,2026-12-31,936,83.8,16.2,Judith Patty,1286,Thursday,12,December,53,False,True,False,Low,70-85
1287,Carol Ramona_1287,2026-12-31,1056,79.8,20.2,Carol Ramona,1287,Thursday,12,December,53,False,False,False,Medium,70-85
1288,Martha Renee_1288,2026-12-31,888,81.4,18.6,Martha Renee,1288,Thursday,12,December,53,False,True,False,Low,70-85
1289,Donna Vivian_1289,2026-12-31,1056,79.8,20.2,Donna Vivian,1289,Thursday,12,December,53,False,False,False,Medium,70-85
1290,Elizabeth April_1290,2026-12-31,846,84.3,15.7,Elizabeth April,1290,Thursday,12,December,53,False,True,False,Low,70-85
1291,Anna Bertha_1291,2026-12-31,1104,97.2,2.8,Anna Bertha,1291,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1292,Virginia Dora_1292,2026-12-31,918,72.9,27.1,Virginia Dora,1292,Thursday,12,December,53,False,False,False,Medium,70-85
1293,Helen Doris_1293,2026-12-31,1032,98.6,1.4,Helen Doris,1293,Thursday,12,December,53,False,True,False,Low,85-100 (Tinggi)
1294,Janet Eleanor_1294,2026-12-31,858,74.9,25.1,Janet Eleanor,1294,Thursday,12,December,53,False,False,False,Medium,70-85
1295,Joan Evelyn_1295,2026-12-31,894,71.7,28.3,Joan Evelyn,1295,Thursday,12,December,53,False,False,False,Medium,70-85
1296,Karen Fannie_1296,2026-12-31,852,69.6,30.4,Karen Fannie,1296,Thursday,12,December,53,False,False,False,Medium,50-70
