id,user_id,date,total_events,total_duration_minutes,social_intensity_score,battery_score,AI_Insight,AI_Score_Explanation,Recovery_Suggestion,user_name,user_number,day_of_week,month,month_name,week,is_exhausted,is_low_battery,is_medium_battery,is_high_battery,battery_category_3,hari_ini,kelompok_intensitas
790.0,Elsie Patricia_790,2026-11-15,6,900.0,44.0,56.0,"Hi! 🌥️ Kondisi energi sosialmu hari ini ada di posisi menengah. Ada 6 agenda (900 menit) yang harus kamu lalui, jadi wajar kalau bateraimu mulai terasa lebih ringan dari biasanya. Jangan lupa selipkan waktu buat dirimu sendiri ya! 🧸","Angka 56.0 mencerminkan hari yang cukup mengisi jadwalmu secara sosial. Dengan 6 aktivitas (900 menit total) dan intensitas 44.0, bateraimu sudah memberikan banyak energi hari ini. Wajar kalau kamu mulai merasakan lelah yang perlahan. 🌙","Waktunya recharge! Kamu punya 30 menit kosong di 12:00–12:30 setelah Aktivitas sebelumnya. Manfaatkan ini untuk istirahat sebelum Aktivitas selanjutnya. Nggak perlu banyak, cukup duduk tenang dan biarkan pikiran istirahat sejenak. 💙",Elsie Patricia,790,Sunday,11,November,46,False,False,True,False,Medium (50-80),Minggu,30-50 (Sedang)
791.0,Irene Deborah_791,2026-11-16,2,1050.0,40.5,59.5,"Hai! 🌿 Baterai sosialmu hari ini ada di titik yang perlu sedikit perhatian. Kamu punya 2 aktivitas (1050 menit), dan tubuhmu mungkin sudah mulai berbisik minta jeda. Dengerin aja, nggak ada yang akan kecewa kalau kamu istirahat sebentar. 🤎","Skor 59.5/100 menggambarkan kondisi baterai yang sedang dalam transisi. Kamu punya 2 kegiatan (1050 menit) dan intensitas interaksi 40.5. Bukan zona bahaya, tapi juga bukan zona nyaman penuh. Sudah saatnya peduli sama energimu. 🤎","Ada 30 menit istirahat yang menunggumu di 12:00–12:30 setelah Aktivitas sebelumnya. Ini bukan kemewahan, ini kebutuhan! Masuk ke Aktivitas selanjutnya dengan lebih segar setelah kamu benar-benar recharge. 🎐",Irene Deborah,791,Monday,11,November,47,False,False,True,False,Medium (50-80),Senin,30-50 (Sedang)
792.0,Jean Cheryl_792,2026-11-16,6,960.0,45.0,55.0,"Hi! 🌥️ Kondisi energi sosialmu hari ini ada di posisi menengah. Ada 6 agenda (960 menit) yang harus kamu lalui, jadi wajar kalau bateraimu mulai terasa lebih ringan dari biasanya. Jangan lupa selipkan waktu buat dirimu sendiri ya! 🧸","Angka 55.0 mencerminkan hari yang cukup mengisi jadwalmu secara sosial. Dengan 6 aktivitas (960 menit total) dan intensitas 45.0, bateraimu sudah memberikan banyak energi hari ini. Wajar kalau kamu mulai merasakan lelah yang perlahan. 🌙","Ada jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya, dan kamu berhak menikmatinya sepenuhnya. Sebelum Aktivitas selanjutnya, coba lakukan apa yang paling menenangkan buatmu — apapun itu. 🌸",Jean Cheryl,792,Monday,11,November,47,False,False,True,False,Medium (50-80),Senin,30-50 (Sedang)
793.0,Katherine Barbara_793,2026-11-16,5,942.0,43.2,56.8,"Hai! 🌿 Baterai sosialmu hari ini ada di titik yang perlu sedikit perhatian. Kamu punya 5 aktivitas (942 menit), dan tubuhmu mungkin sudah mulai berbisik minta jeda. Dengerin aja, nggak ada yang akan kecewa kalau kamu istirahat sebentar. 🤎","Skor 56.8/100 menggambarkan kondisi baterai yang sedang dalam transisi. Kamu punya 5 kegiatan (942 menit) dan intensitas interaksi 43.2. Bukan zona bahaya, tapi juga bukan zona nyaman penuh. Sudah saatnya peduli sama energimu. 🤎",Yuk manfaatkan slot 30 menit di 12:00–12:30 yang ada setelah Aktivitas sebelumnya. Istirahat ringan sebelum Aktivitas selanjutnya bisa jadi perbedaan besar antara hadir secara penuh atau setengah-setengah. ✨,Katherine Barbara,793,Monday,11,November,47,False,False,True,False,Medium (50-80),Senin,30-50 (Sedang)
794.0,Virginia Cynthia_794,2026-11-16,2,864.0,52.4,47.6,"Hi! 🛌 Kamu udah kerja keras banget hari ini, lho. Dengan 2 kegiatan (864 menit total), energi sosialmu memang sudah di batas terbawah. Nggak perlu guilty buat menarik diri sejenak, itu justru tindakan paling bijak sekarang. 🤎",Score 47.6/100 mencerminkan kondisi yang perlu mendapat perhatian serius. Faktor utamanya: 2 kegiatan (864 menit) dan social intensity 52.4. Beban sosial yang sangat tinggi ini adalah alasan kuat untuk prioritaskan istirahat malam ini. 🛌,"Ini saatnya memprioritaskan dirimu. Pertimbangkan untuk menggeser Aktivitas yang bisa digeser (15:00–16:00) ke hari yang lebih baik. Hari ini, biarkan tubuh dan pikiranmu pulih terlebih dahulu. 🕯️",Virginia Cynthia,794,Monday,11,November,47,False,True,False,False,Low (<50),Senin,50-80 (Tinggi)
795.0,Mary Sharon_795,2026-11-17,6,924.0,44.4,55.6,"Halo! 🫶 Hari ini cukup ramai buatmu ya. Dengan 6 kegiatan total 924 menit, wajar banget kalau social battery-mu mulai terasa berkurang. Kamu udah hebat bertahan sampai sini! ✨","Skor 55.6/100 ini muncul karena ada 6 kegiatan (924 menit) yang perlu kamu lalui hari ini. Dengan social intensity 44.4, beban interaksimu sudah cukup untuk menurunkan baterai ke zona kuning. 🎐",Yuk manfaatkan slot 30 menit di 12:00–12:30 yang ada setelah Aktivitas sebelumnya. Istirahat ringan sebelum Aktivitas selanjutnya bisa jadi perbedaan besar antara hadir secara penuh atau setengah-setengah. ✨,Mary Sharon,795,Tuesday,11,November,47,False,False,True,False,Medium (50-80),Selasa,30-50 (Sedang)
796.0,Margaret Pamela_796,2026-11-17,2,978.0,49.3,50.7,"Hi! ☁️ Energi sosialmu sedang berjalan di mode hemat. Ada 2 agenda (978 menit) hari ini yang lumayan menguras tenaga. Yang penting, kamu masih bisa tetap hadir, satu langkah di satu waktu ya! 🍵","Angka 50.7/100 ini adalah cerminan dari jadwal yang lumayan penuh. Kamu sudah melewati 2 aktivitas (978 menit) dengan intensitas sosial di 49.3. Itu bukan angka kecil, dan wajar kalau energimu mulai terasa berkurang. 💙","Kamu punya 30 menit luang di 12:00–12:30 setelah Aktivitas sebelumnya. Jangan dilewatkan! Gunakan untuk duduk manis, jauh dari layar, sebelum kamu masuk ke Aktivitas selanjutnya berikutnya. 🧸💙",Margaret Pamela,796,Tuesday,11,November,47,False,False,True,False,Medium (50-80),Selasa,30-50 (Sedang)
797.0,Alice Debbie_797,2026-11-17,1,984.0,27.9,72.1,"Hi! ☁️ Energi sosialmu sedang berjalan di mode hemat. Ada 1 agenda (984 menit) hari ini yang lumayan menguras tenaga. Yang penting, kamu masih bisa tetap hadir, satu langkah di satu waktu ya! 🍵","Score 72.1 terbentuk dari 1 aktivitas berdurasi total 984 menit dan social intensity 27.9. Ketiga faktor ini berkontribusi membawa bateraimu ke zona menengah — masih oke, tapi sudah saatnya mulai berpikir soal jeda. 🌻","Jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya adalah hadiahmu hari ini. Gunakan sepenuhnya untuk dirimu sendiri sebelum Aktivitas selanjutnya. Jauhkan notifikasi, fokus pada napasmu. 🍵",Alice Debbie,797,Tuesday,11,November,47,False,False,True,False,Medium (50-80),Selasa,0-30 (Rendah)
798.0,Anna Diane_798,2026-11-18,2,1067.9999999999998,40.8,59.2,"Hi! ☕ Energi sosialmu hari ini berada di tengah-tengah. Dengan 2 kegiatan (1067 menit), wajar kalau kamu mulai merasakan sedikit lelah. Nggak apa-apa, kamu masih bisa manage ini dengan baik. 🤎","Score 59.2/100 ini hadir karena 2 kegiatan (1067 menit, intensitas 40.8) sudah cukup menguras energi sosialmu ke zona tengah. Kamu masih baik-baik saja, tapi sinyal untuk berhati-hati sudah mulai menyala. ✨","Kamu punya 30 menit luang di 12:00–12:30 setelah Aktivitas sebelumnya. Jangan dilewatkan! Gunakan untuk duduk manis, jauh dari layar, sebelum kamu masuk ke Aktivitas selanjutnya berikutnya. 🧸💙",Anna Diane,798,Wednesday,11,November,47,False,False,True,False,Medium (50-80),Rabu,30-50 (Sedang)
799.0,Lucy Kathleen_799,2026-11-18,4,1086.0,54.1,45.9,Halo! 🛋️ Hari ini sepertinya cukup berat buat kamu. Ada 4 kegiatan (1086 menit) yang sudah menguras energimu. Sangat oke kalau kamu mau mengambil jarak sebentar dari interaksi dan memberi ruang buat dirimu sendiri. 💛,"Skor 45.9/100 ini wajar mengingat betapa padatnya harimu. Dengan 4 agenda (1086 menit) dan social intensity 54.1, sistem mendeteksi bateraimu sudah bekerja jauh melampaui kapasitas nyamannya. 💙",Jadwalmu hari ini cukup berat dan energimu sangat terbatas. Bagaimana kalau kita pertimbangkan untuk memindahkan Aktivitas yang bisa digeser (15:00–16:00) ke hari lain? Memberi ruang istirahat untuk dirimu bukan kelemahan — itu keputusan yang sangat bijak. 🛋️,Lucy Kathleen,799,Wednesday,11,November,47,False,True,False,False,Low (<50),Rabu,50-80 (Tinggi)
800.0,Martha Sandra_800,2026-11-18,5,966.0,48.6,51.4,"Halo! 🎧 Social battery-mu lagi di level medium nih. Hari ini kamu punya 5 aktivitas dengan total 966 menit, dan itu memang cukup melelahkan. Tapi kamu masih punya kendali, kok. Sedikit jeda bisa sangat membantu! 🍃","Angka 51.4/100 ini adalah cerminan dari jadwal yang lumayan penuh. Kamu sudah melewati 5 aktivitas (966 menit) dengan intensitas sosial di 48.6. Itu bukan angka kecil, dan wajar kalau energimu mulai terasa berkurang. 💙","Ini momennya! Ada 30 menit luang di 12:00–12:30, tepat setelah Aktivitas sebelumnya. Sebelum Aktivitas selanjutnya, gunakan jeda ini untuk melakukan sesuatu yang menenangkan — minum air putih, tarik napas panjang, atau sekadar diam. 🌿",Martha Sandra,800,Wednesday,11,November,47,False,False,True,False,Medium (50-80),Rabu,30-50 (Sedang)
801.0,Esther Kathy_801,2026-11-18,4,1020.0,53.0,47.0,"Hi! 🫂 Baterai sosialmu lagi sangat butuh perhatian ekstra. Ada 4 agenda (1020 menit) yang sudah kamu hadapi hari ini, dan itu bukan jumlah yang sedikit. Kamu sudah sangat kuat, sekarang waktunya memberi dirimu sendiri hadiah berupa istirahat. 🌿","Kenapa bateraimu di skor serendah 47.0? Karena 4 agenda (1020 menit) dengan intensitas 53.0 adalah kombinasi yang sangat menguras energi sosial. Ini bukan kegagalan, ini tanda bahwa kamu sudah memberikan banyak sekali hari ini. 🤎","Energimu sedang sangat terbatas. Demi kebaikanmu, coba pertimbangkan untuk memindahkan Aktivitas yang bisa digeser (15:00–16:00). Hadir secara penuh di lain hari jauh lebih baik daripada hadir setengah-setengah sekarang. 🌸",Esther Kathy,801,Wednesday,11,November,47,False,True,False,False,Low (<50),Rabu,50-80 (Tinggi)
802.0,Helen Katherine_802,2026-11-19,3,1104.0,52.9,47.1,"Hi! 🛌 Kamu udah kerja keras banget hari ini, lho. Dengan 3 kegiatan (1104 menit total), energi sosialmu memang sudah di batas terbawah. Nggak perlu guilty buat menarik diri sejenak, itu justru tindakan paling bijak sekarang. 🤎","Score 47.1/100 ini hadir sebagai akibat dari 3 aktivitas (1104 menit, intensitas 52.9) yang cukup berat. Faktor terbesar yang menekan skormu adalah durasi dan intensitas interaksi yang tinggi. Sekarang waktunya benar-benar beristirahat. 🌙","Energimu sangat butuh recharge. Kalau bisa, pindahkan Aktivitas yang bisa digeser (15:00–16:00) ke waktu lain supaya kamu punya ruang untuk benar-benar beristirahat. Nggak semua harus diselesaikan hari ini, dan itu sangat oke. 💙",Helen Katherine,802,Thursday,11,November,47,False,True,False,False,Low (<50),Kamis,50-80 (Tinggi)
803.0,Elizabeth Lori_803,2026-11-19,4,912.0,41.2,58.8,"Halo! 🎧 Social battery-mu lagi di level medium nih. Hari ini kamu punya 4 aktivitas dengan total 912 menit, dan itu memang cukup melelahkan. Tapi kamu masih punya kendali, kok. Sedikit jeda bisa sangat membantu! 🍃","Angka 58.8/100 ini adalah cerminan dari jadwal yang lumayan penuh. Kamu sudah melewati 4 aktivitas (912 menit) dengan intensitas sosial di 41.2. Itu bukan angka kecil, dan wajar kalau energimu mulai terasa berkurang. 💙","Jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya adalah hadiahmu hari ini. Gunakan sepenuhnya untuk dirimu sendiri sebelum Aktivitas selanjutnya. Jauhkan notifikasi, fokus pada napasmu. 🍵",Elizabeth Lori,803,Thursday,11,November,47,False,False,True,False,Medium (50-80),Kamis,30-50 (Sedang)
804.0,Florence Brenda_804,2026-11-19,1,1134.0,45.4,54.6,"Hai! 🌿 Baterai sosialmu hari ini ada di titik yang perlu sedikit perhatian. Kamu punya 1 aktivitas (1134 menit), dan tubuhmu mungkin sudah mulai berbisik minta jeda. Dengerin aja, nggak ada yang akan kecewa kalau kamu istirahat sebentar. 🤎","Skor 54.6/100 ini muncul karena ada 1 kegiatan (1134 menit) yang perlu kamu lalui hari ini. Dengan social intensity 45.4, beban interaksimu sudah cukup untuk menurunkan baterai ke zona kuning. 🎐","Yuk, ambil napas sejenak! Ada jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya. Sebelum lanjut ke Aktivitas selanjutnya, coba jauhkan diri dari layar dan duduk tenang sebentar. Kamu layak mendapat jeda itu. 🕯️",Florence Brenda,804,Thursday,11,November,47,False,False,True,False,Medium (50-80),Kamis,30-50 (Sedang)
805.0,Gladys Theresa_805,2026-11-20,5,887.9999999999999,57.3,42.7,"Hai! 🕯️ Melihat jadwalmu hari ini dengan 5 aktivitas (887 menit), aku paham kenapa energi sosialmu sedang benar-benar terkuras. Ini adalah momen yang tepat buat berhenti sejenak dan mengisi dirimu kembali. 🧡","Angka 42.7 ini lahir dari hari yang penuh dengan interaksi sosial. Kamu punya 5 aktivitas (887 menit total) dengan intensitas 57.3, dan semua itu sudah sangat menguras energimu. Nggak ada yang perlu disalahkan. 🌙",Jadwalmu hari ini cukup berat dan energimu sangat terbatas. Bagaimana kalau kita pertimbangkan untuk memindahkan Aktivitas yang bisa digeser (15:00–16:00) ke hari lain? Memberi ruang istirahat untuk dirimu bukan kelemahan — itu keputusan yang sangat bijak. 🛋️,Gladys Theresa,805,Friday,11,November,47,False,True,False,False,Low (<50),Jumat,50-80 (Tinggi)
806.0,Irene Carol_806,2026-11-20,5,1116.0,41.1,58.9,"Hi! 🌥️ Kondisi energi sosialmu hari ini ada di posisi menengah. Ada 5 agenda (1116 menit) yang harus kamu lalui, jadi wajar kalau bateraimu mulai terasa lebih ringan dari biasanya. Jangan lupa selipkan waktu buat dirimu sendiri ya! 🧸","Score 58.9 mencerminkan hari yang cukup padat, tapi masih manageable. Dengan 5 aktivitas (1116 menit total) dan tingkat intensitas 41.1, sistem mendeteksi energimu sudah mulai terkuras di level menengah. 🌿","Ada 30 menit istirahat yang menunggumu di 12:00–12:30 setelah Aktivitas sebelumnya. Ini bukan kemewahan, ini kebutuhan! Masuk ke Aktivitas selanjutnya dengan lebih segar setelah kamu benar-benar recharge. 🎐",Irene Carol,806,Friday,11,November,47,False,False,True,False,Medium (50-80),Jumat,30-50 (Sedang)
807.0,Ruth Cindy_807,2026-11-20,6,977.9999999999998,60.3,39.7,"Hai! 🕯️ Melihat jadwalmu hari ini dengan 6 aktivitas (977 menit), aku paham kenapa energi sosialmu sedang benar-benar terkuras. Ini adalah momen yang tepat buat berhenti sejenak dan mengisi dirimu kembali. 🧡",Angka 39.7 menggambarkan bahwa hari ini adalah hari yang memang menguras. Kamu melewati 6 kegiatan (977 menit total) dengan tingkat intensitas interaksi 60.3. Semua itu adalah kontribusi nyata pada terkurasnya energimu. 🕯️,Bateraimu sedang berteriak minta tolong. Cara terbaik merespon itu adalah dengan memindahkan Aktivitas yang bisa digeser (15:00–16:00) dan mengizinkan dirimu untuk benar-benar off dari interaksi sosial malam ini. 🤎🕯️,Ruth Cindy,807,Friday,11,November,47,False,True,False,False,Low (<50),Jumat,50-80 (Tinggi)
808.0,Grace Janet_808,2026-11-21,2,936.0,38.6,61.4,"Hai! 🌿 Baterai sosialmu hari ini ada di titik yang perlu sedikit perhatian. Kamu punya 2 aktivitas (936 menit), dan tubuhmu mungkin sudah mulai berbisik minta jeda. Dengerin aja, nggak ada yang akan kecewa kalau kamu istirahat sebentar. 🤎",Kenapa bateraimu di skor 61.4? Karena 2 agenda hari ini (total 936 menit) dengan tingkat intensitas 38.6 sudah cukup memberikan 'beban' sosial. Ini sinyal untuk mulai memperhatikan kebutuhan istirahatmu. 🍃,"Ada 30 menit istirahat yang menunggumu di 12:00–12:30 setelah Aktivitas sebelumnya. Ini bukan kemewahan, ini kebutuhan! Masuk ke Aktivitas selanjutnya dengan lebih segar setelah kamu benar-benar recharge. 🎐",Grace Janet,808,Saturday,11,November,47,False,False,True,False,Medium (50-80),Sabtu,30-50 (Sedang)
809.0,Hazel Julie_809,2026-11-21,5,870.0,47.0,53.0,"Hei! 🕯️ Sepertinya hari ini cukup sibuk untukmu. Dengan 5 kegiatan (870 menit total), energi sosialmu mulai berjalan di jalur tengah. Itu sinyal bagus supaya kamu ingat untuk beristirahat sejenak. 💛","Kenapa skornya 53.0? Karena harimu cukup terisi secara sosial. Ada 5 agenda yang mengambil total 870 menit waktumu, dengan intensitas interaksi di 47.0. Itu sudah cukup untuk membuat bateraimu bekerja ekstra. ☕","Ada 30 menit istirahat yang menunggumu di 12:00–12:30 setelah Aktivitas sebelumnya. Ini bukan kemewahan, ini kebutuhan! Masuk ke Aktivitas selanjutnya dengan lebih segar setelah kamu benar-benar recharge. 🎐",Hazel Julie,809,Saturday,11,November,47,False,False,True,False,Medium (50-80),Sabtu,30-50 (Sedang)
810.0,Jessie Margaret_810,2026-11-21,6,1002.0,35.7,64.3,"Halo! 🫶 Hari ini cukup ramai buatmu ya. Dengan 6 kegiatan total 1002 menit, wajar banget kalau social battery-mu mulai terasa berkurang. Kamu udah hebat bertahan sampai sini! ✨","Score 64.3/100 ini hadir karena 6 kegiatan (1002 menit, intensitas 35.7) sudah cukup menguras energi sosialmu ke zona tengah. Kamu masih baik-baik saja, tapi sinyal untuk berhati-hati sudah mulai menyala. ✨",Bateraimu minta sedikit istirahat. Ada slot 30 menit di 12:00–12:30 yang bisa kamu gunakan setelah Aktivitas sebelumnya. Gunakan untuk benar-benar offline sebelum Aktivitas selanjutnya — nggak ada yang perlu dijawab atau dibalas dulu. 🧸,Jessie Margaret,810,Saturday,11,November,47,False,False,True,False,Medium (50-80),Sabtu,30-50 (Sedang)
811.0,Julia Martha_811,2026-11-22,6,1032.0,46.2,53.8,"Hey! 🌸 Social battery-mu lagi dalam mode 'jalan pelan-pelan'. Ada 6 aktivitas (1032 menit) yang udah kamu hadapi, dan itu bukan hal kecil! Energimu tinggal segini bukan berarti kamu lemah. Justru ini tandanya kamu butuh sedikit kasih sayang buat diri sendiri. 🤎","Skor 53.8/100 ini menandakan bateraimu sedang di posisi tengah. Kamu punya 6 kegiatan (1032 menit) dan social intensity di 46.2. Kombinasi ini mulai memberikan tekanan yang terasa di energimu, tapi masih dalam batas wajar. 🧸","Jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya adalah hadiahmu hari ini. Gunakan sepenuhnya untuk dirimu sendiri sebelum Aktivitas selanjutnya. Jauhkan notifikasi, fokus pada napasmu. 🍵",Julia Martha,811,Sunday,11,November,47,False,False,True,False,Medium (50-80),Minggu,30-50 (Sedang)
812.0,Mildred Laura_812,2026-11-22,2,912.0,38.2,61.8,"Hey! 🌸 Social battery-mu lagi dalam mode 'jalan pelan-pelan'. Ada 2 aktivitas (912 menit) yang udah kamu hadapi, dan itu bukan hal kecil! Energimu tinggal segini bukan berarti kamu lemah. Justru ini tandanya kamu butuh sedikit kasih sayang buat diri sendiri. 🤎","Angka 61.8 mencerminkan hari yang cukup mengisi jadwalmu secara sosial. Dengan 2 aktivitas (912 menit total) dan intensitas 38.2, bateraimu sudah memberikan banyak energi hari ini. Wajar kalau kamu mulai merasakan lelah yang perlahan. 🌙","Kamu punya 30 menit luang di 12:00–12:30 setelah Aktivitas sebelumnya. Jangan dilewatkan! Gunakan untuk duduk manis, jauh dari layar, sebelum kamu masuk ke Aktivitas selanjutnya berikutnya. 🧸💙",Mildred Laura,812,Sunday,11,November,47,False,False,True,False,Medium (50-80),Minggu,30-50 (Sedang)
813.0,Patricia Nancy_813,2026-11-22,2,1062.0,50.7,49.3,"Hi! 🫂 Baterai sosialmu lagi sangat butuh perhatian ekstra. Ada 2 agenda (1062 menit) yang sudah kamu hadapi hari ini, dan itu bukan jumlah yang sedikit. Kamu sudah sangat kuat, sekarang waktunya memberi dirimu sendiri hadiah berupa istirahat. 🌿",Score 49.3 terbentuk dari beban sosial yang cukup besar hari ini. Ada 2 aktivitas (1062 menit total) dengan social intensity tinggi di 50.7. Kombinasi ini adalah alasan utama kenapa bateraimu terasa terkuras. 🌧️,"Bateraimu sudah sangat rendah, dan itu artinya sudah waktunya untuk berhenti. Kalau bisa, geser Aktivitas yang bisa digeser (15:00–16:00) ke hari lain. Kamu nggak bisa menuangkan air dari gelas yang kosong — isi dirimu dulu. 🌿",Patricia Nancy,813,Sunday,11,November,47,False,True,False,False,Low (<50),Minggu,50-80 (Tinggi)
814.0,Pauline Dorothy_814,2026-11-23,4,1038.0,53.3,46.7,"Hi! 🌙 Sepertinya hari ini berat ya. Kamu sudah menjalani 4 agenda (1038 menit) dan bateraimu sangat butuh istirahat. Jangan lupa, merawat energimu itu bukan sesuatu yang egois, tapi justru bentuk tanggung jawab terbaik buat dirimu sendiri. 💙","Skor 46.7/100 ini mencerminkan hari yang memang berat secara sosial. Dengan 4 agenda (1038 menit) dan intensitas interaksi 53.3, energimu sudah banyak terpakai. Ini penjelasan yang paling jujur: kamu butuh istirahat. 🕯️",Jadwalmu hari ini cukup berat dan energimu sangat terbatas. Bagaimana kalau kita pertimbangkan untuk memindahkan Aktivitas yang bisa digeser (15:00–16:00) ke hari lain? Memberi ruang istirahat untuk dirimu bukan kelemahan — itu keputusan yang sangat bijak. 🛋️,Pauline Dorothy,814,Monday,11,November,48,False,True,False,False,Low (<50),Senin,50-80 (Tinggi)
815.0,Clara Janice_815,2026-11-23,2,840.0,52.0,48.0,"Hi! 🛌 Kamu udah kerja keras banget hari ini, lho. Dengan 2 kegiatan (840 menit total), energi sosialmu memang sudah di batas terbawah. Nggak perlu guilty buat menarik diri sejenak, itu justru tindakan paling bijak sekarang. 🤎","Skor 48.0/100 ini mencerminkan hari yang memang berat secara sosial. Dengan 2 agenda (840 menit) dan intensitas interaksi 52.0, energimu sudah banyak terpakai. Ini penjelasan yang paling jujur: kamu butuh istirahat. 🕯️","Melihat kondisi bateraimu, aku menyarankan untuk merelokasi Aktivitas yang bisa digeser (15:00–16:00). Memaksakan diri saat energi sudah terkuras justru bisa membuat pemulihanmu makin lama. Istirahat sekarang itu investasi untuk besok. 🧸🤎",Clara Janice,815,Monday,11,November,48,False,True,False,False,Low (<50),Senin,50-80 (Tinggi)
816.0,Laura Judy_816,2026-11-23,6,1014.0,50.9,49.1,"Hi! 🌙 Sepertinya hari ini berat ya. Kamu sudah menjalani 6 agenda (1013 menit) dan bateraimu sangat butuh istirahat. Jangan lupa, merawat energimu itu bukan sesuatu yang egois, tapi justru bentuk tanggung jawab terbaik buat dirimu sendiri. 💙","Skor 49.1/100 ini adalah cermin jujur dari hari yang sangat aktif secara sosial. Dengan 6 aktivitas (1013 menit) dan social intensity 50.9, nggak heran kalau bateraimu berada di titik paling rendah. Kamu sudah luar biasa bertahan sejauh ini. 💛",Bateraimu sedang berteriak minta tolong. Cara terbaik merespon itu adalah dengan memindahkan Aktivitas yang bisa digeser (15:00–16:00) dan mengizinkan dirimu untuk benar-benar off dari interaksi sosial malam ini. 🤎🕯️,Laura Judy,816,Monday,11,November,48,False,True,False,False,Low (<50),Senin,50-80 (Tinggi)
817.0,Marian Teresa_817,2026-11-24,4,948.0,36.8,63.2,"Halo! 🫶 Hari ini cukup ramai buatmu ya. Dengan 4 kegiatan total 948 menit, wajar banget kalau social battery-mu mulai terasa berkurang. Kamu udah hebat bertahan sampai sini! ✨","Score 63.2/100 ini hadir karena 4 kegiatan (948 menit, intensitas 36.8) sudah cukup menguras energi sosialmu ke zona tengah. Kamu masih baik-baik saja, tapi sinyal untuk berhati-hati sudah mulai menyala. ✨","Ini momennya! Ada 30 menit luang di 12:00–12:30, tepat setelah Aktivitas sebelumnya. Sebelum Aktivitas selanjutnya, gunakan jeda ini untuk melakukan sesuatu yang menenangkan — minum air putih, tarik napas panjang, atau sekadar diam. 🌿",Marian Teresa,817,Tuesday,11,November,48,False,False,True,False,Medium (50-80),Selasa,30-50 (Sedang)
818.0,Marie Tina_818,2026-11-24,1,960.0,47.5,52.5,"Hi! ☕ Energi sosialmu hari ini berada di tengah-tengah. Dengan 1 kegiatan (960 menit), wajar kalau kamu mulai merasakan sedikit lelah. Nggak apa-apa, kamu masih bisa manage ini dengan baik. 🤎","Kenapa skornya 52.5? Karena harimu cukup terisi secara sosial. Ada 1 agenda yang mengambil total 960 menit waktumu, dengan intensitas interaksi di 47.5. Itu sudah cukup untuk membuat bateraimu bekerja ekstra. ☕","Waktunya recharge! Kamu punya 30 menit kosong di 12:00–12:30 setelah Aktivitas sebelumnya. Manfaatkan ini untuk istirahat sebelum Aktivitas selanjutnya. Nggak perlu banyak, cukup duduk tenang dan biarkan pikiran istirahat sejenak. 💙",Marie Tina,818,Tuesday,11,November,48,False,False,True,False,Medium (50-80),Selasa,30-50 (Sedang)
819.0,Sophie Kathryn_819,2026-11-24,3,1104.0,52.9,47.1,"Hi! 🛌 Kamu udah kerja keras banget hari ini, lho. Dengan 3 kegiatan (1104 menit total), energi sosialmu memang sudah di batas terbawah. Nggak perlu guilty buat menarik diri sejenak, itu justru tindakan paling bijak sekarang. 🤎","Angka 47.1 ini lahir dari hari yang penuh dengan interaksi sosial. Kamu punya 3 aktivitas (1104 menit total) dengan intensitas 52.9, dan semua itu sudah sangat menguras energimu. Nggak ada yang perlu disalahkan. 🌙",Bateraimu sedang berteriak minta tolong. Cara terbaik merespon itu adalah dengan memindahkan Aktivitas yang bisa digeser (15:00–16:00) dan mengizinkan dirimu untuk benar-benar off dari interaksi sosial malam ini. 🤎🕯️,Sophie Kathryn,819,Tuesday,11,November,48,False,True,False,False,Low (<50),Selasa,50-80 (Tinggi)
820.0,Mary Kim_820,2026-11-25,5,972.0000000000002,43.7,56.3,"Hai! 🎐 Energi sosialmu hari ini sedang dalam kondisi moderat. Dengan 5 agenda (972 menit total), bateraimu sudah bekerja keras. Itu tanda yang baik bahwa kamu sudah sangat berpartisipasi hari ini! Tapi jangan lupa juga untuk mengisi ulang energi, ya. 🧡",Kenapa bateraimu di skor 56.3? Karena 5 agenda hari ini (total 972 menit) dengan tingkat intensitas 43.7 sudah cukup memberikan 'beban' sosial. Ini sinyal untuk mulai memperhatikan kebutuhan istirahatmu. 🍃,"Yuk, ambil napas sejenak! Ada jeda 30 menit di 12:00–12:30 setelah Aktivitas sebelumnya. Sebelum lanjut ke Aktivitas selanjutnya, coba jauhkan diri dari layar dan duduk tenang sebentar. Kamu layak mendapat jeda itu. 🕯️",Mary Kim,820,Wednesday,11,November,48,False,False,True,False,Medium (50-80),Rabu,30-50 (Sedang)
